Experiment Run,Simulation,Generation,Agent_number,Generation_size,Function,Block,Program,Strategy,Final_Fitness,agentsout,blockmutationrate,elitismquantity,filename,fitnessfunctiontype,fitnesspower,generationsize,generationspacing,generationspercycle,inheritposition,k,lengthtogens,n,numberofblocks,phenotypemutationrate,phenotypetype,programlength,programmutationrate,requirelastgeneration,samplesize,seed,selectiontype,singlestart,steps,strategyexecutionsamplesize,tournamentsize,useratio,writerparams
9980,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,1,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9981,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,1,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9982,1,100,0,50,NKLandscape,},0,[],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9983,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9984,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9985,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9986,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9987,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9988,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,2,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9989,1,100,0,50,NKLandscape,},0,[],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9990,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9991,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9992,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9993,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9994,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9995,1,0,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,3,"100,0",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9996,1,100,0,50,NKLandscape,},0,[],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"0,100",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9997,1,50,0,50,NKLandscape,{SteepestClimb},0,[SteepestClimb],1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"1,50",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9998,1,20,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"4,20",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
9999,1,10,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"9,10",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
10000,1,5,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"19,5",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
10001,1,2,0,50,NKLandscape,"{SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb,SteepestClimb}",0,"[SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb, SteepestClimb]",1.0,1,0,5,results,NKLandscape,8,50,1,1,False,4,"49,2",15,1,0.066,NKPhenotype,1,0,True,1,90,ranked,False,SteepestClimb,1,2,True,"generation size,function string,block,program,strategy,final fitness"
